NYSE / NASDAQ Mining Company Date,RIO - Adj Close,RIO - Volume,SQM - Adj Close,SQM - Volume,FCX - Adj Close,FCX - Volume,BHP - Adj Close,BHP - Volume,NEM - Adj Close,NEM - Volume,SCCO - Adj Close,SCCO - Volume,HBM - Adj Close,HBM - Volume,ERO - Adj Close,ERO - Volume,VALE - Adj Close,VALE - Volume
13/07/12,20.899841,2523200,33.040932,390568,26.22233,14025500,33.392673,2358584,34.833714,3564300,20.117619,1456700,7.189394,8400,,,9.952647,13713500
16/07/12,20.655117,1787700,32.870792,169866,25.859335,10958200,33.17083,2019482,34.33567,3356300,20.085693,913000,7.075429,2900,,,9.841161,9353700
17/07/12,20.583921,2846000,33.460609,980374,25.961924,13358400,33.445492,2898682,34.011173,4185500,20.226154,1190900,7.132412,8700,,,9.876636,11582300
18/07/12,20.356991,4470700,33.659103,475501,26.056627,16508000,33.487747,4222022,33.701778,4069500,20.270842,1112700,7.141909,7000,,,9.886771,15822800
19/07/12,20.797503,3862700,33.471947,425281,27.161379,25234300,34.412102,3659729,34.071545,4999500,20.62838,1333500,7.635765,25100,,,9.917174,14195500
20/07/12,20.170103,2705600,33.659103,472831,26.648457,17342400,33.831074,3044636,34.071545,4052800,20.31554,1232900,7.835206,56300,,,9.668864,17003100
23/07/12,19.6495,2910300,33.6194,524283,25.740976,19317000,33.218365,4765707,33.581032,3640000,19.95801,1424500,7.569283,13000,,,9.304003,13154900
24/07/12,19.302429,3505600,33.574036,567931,24.999201,18352000,33.02293,5561169,33.452744,4511300,19.677086,1187900,7.455317,12500,,,8.888465,35540500
25/07/12,19.151146,2460600,33.477619,436475,24.801924,22861500,33.461338,7598138,34.562054,5842100,19.479162,1602300,7.825709,14200,,,8.822587,24101300
26/07/12,19.662851,4260400,33.625069,397038,25.496346,16613200,34.269478,7279550,34.780895,5557700,19.836699,1442500,7.939673,6100,,,8.944208,32310900
27/07/12,20.543869,4196300,34.1922,615173,26.411724,25644800,35.383976,4393760,33.603668,13160300,20.21977,3153700,8.06314,32500,,,9.319207,27766500
30/07/12,20.597265,2253900,34.294289,325148,26.822063,11874000,35.230797,2765283,34.154552,6119800,20.487915,1222500,8.015652,86400,,,9.258395,10269100
31/07/12,20.561668,3466700,33.988037,366434,26.569551,10288900,35.040642,2772681,33.558392,4638300,20.609226,2609800,8.053639,32800,,,9.14691,14001900
01/08/12,20.708511,2599300,33.483276,223167,26.4275,11980500,34.935009,2910901,33.513115,6832100,20.51984,1801200,7.892191,12000,,,9.212788,13318900
02/08/12,20.112257,3205300,32.972862,273285,25.796211,14297100,34.919167,3357956,32.916946,4869800,20.283619,2040500,7.835206,13700,,,9.035425,14929800
03/08/12,21.175718,5828800,33.988037,336343,26.435396,12759600,35.922729,3497856,33.709332,5556800,20.717762,1677100,7.920681,75400,,,9.263466,12969000
06/08/12,21.585083,2684600,33.744164,123035,27.098255,17916900,36.038944,2237292,34.803524,5192800,21.036985,2926400,8.110624,6200,,,9.369882,9563700
07/08/12,21.718565,2649400,33.687454,248637,27.832132,16070800,36.149864,1856264,35.1884,4158300,21.260448,2052100,8.538003,12500,,,9.369882,10441500
08/08/12,22.319271,3876700,33.778198,198519,28.108324,13751900,36.429813,2318789,35.407261,5831100,21.292362,1227900,8.433531,178000,,,9.471233,13191500
09/08/12,22.439409,2875800,33.715809,198519,28.408194,13838600,36.715042,1489361,35.618542,3018800,21.388138,1782100,8.424031,40800,,,9.597919,20921700
10/08/12,22.559551,2269700,34.10146,249664,28.652821,12973200,36.926315,1646749,35.829834,6272100,21.566898,1553400,8.613978,28700,,,9.734743,18500400
13/08/12,22.403811,2213400,33.897297,229226,27.997847,15196800,36.577705,1372665,35.407261,3324400,21.309696,949700,8.443028,18700,,,9.668864,11943300
14/08/12,22.190229,6048400,33.84058,316521,27.626955,9707000,36.408684,1571978,34.969555,3018000,21.013906,1227600,8.167608,109500,,,9.278665,22776300
15/08/12,21.542727,3284300,34.220551,184449,27.429684,12688700,36.028385,1944038,35.1884,3545000,20.898159,1017600,7.987161,34600,,,9.131706,19727800
16/08/12,21.795588,2595100,34.169521,641567,27.863691,12259100,36.556572,2056699,35.912838,3539000,21.097504,1134900,8.186603,20200,,,9.212788,14682500
17/08/12,21.456938,2195400,34.770668,362428,27.887375,10833700,36.487915,2063537,35.588345,4131900,20.98819,775300,8.30057,45000,,,9.025287,18865300
20/08/12,21.411783,1905600,34.668579,211357,27.903147,11224500,36.530163,1388919,36.169411,3929900,20.936745,1079000,8.30057,20500,,,9.111435,22924700
21/08/12,21.511122,2400500,34.526802,309846,28.794851,25316700,36.704472,1587112,36.410885,4765600,21.097504,1245900,8.367051,23900,,,9.045556,18204800
22/08/12,21.434359,2481500,34.674259,313646,29.197296,14509400,36.815392,1510211,37.203262,4673700,21.026764,1126100,8.357553,17300,,,9.055694,14038000
23/08/12,21.018946,2459600,34.056095,459377,29.015808,16570400,36.472065,1878123,37.007053,6176800,21.020338,1552400,8.205599,6800,,,8.700965,22233400
24/08/12,20.797693,2211500,33.698799,490084,28.510777,13438100,36.340015,1831714,37.15044,2922200,20.898159,1060200,8.272079,20300,,,8.619883,23214700
27/08/12,20.5042,1952100,33.931332,343634,28.131994,9021500,36.007248,1421876,37.007053,4199800,20.705256,992700,8.329062,20700,,,8.452656,14607900
28/08/12,20.377768,1906900,34.022064,335829,28.147778,8492800,35.996677,3187676,36.856121,3110000,20.994614,1863600,8.148617,40900,,,8.391846,14791400
29/08/12,19.804321,3409800,34.764992,617432,28.076756,11300800,35.584686,1911866,36.576916,4726100,20.801714,1804900,8.06314,32000,,,8.15874,31194200
30/08/12,19.416,4841700,34.696953,394984,27.374441,11325400,34.322296,3506600,36.637283,3358400,20.595943,1337300,7.797218,14000,,,8.128334,17927000
31/08/12,19.790775,3670500,34.957821,641156,28.494991,15413600,34.755417,2566081,38.244648,7457500,20.923882,1475900,8.110624,15900,,,8.295562,23118400
04/09/12,19.488249,2618100,34.634552,476117,28.108324,14422100,34.31702,2047282,37.591145,5474400,20.62166,1457000,8.072634,16700,,,8.047255,19798500
