NYSE / NASDAQ Mining Company Date,RIO - Adj Close,RIO - Volume,SQM - Adj Close,SQM - Volume,FCX - Adj Close,FCX - Volume,BHP - Adj Close,BHP - Volume,NEM - Adj Close,NEM - Volume,SCCO - Adj Close,SCCO - Volume,HBM - Adj Close,HBM - Volume,ERO - Adj Close,ERO - Volume,VALE - Adj Close,VALE - Volume
05/01/15,21.540577,3017700,15.032266,237956,19.857271,23786900,26.420626,4909756,15.620288,7508100,19.401863,1880100,8.395917,42100,,,4.441431,23266000
06/01/15,21.797533,4357200,14.818144,305430,20.197937,15756800,26.253515,3267491,16.270462,13198100,19.423388,2306300,8.045683,65400,,,4.677005,31163000
07/01/15,22.001158,2919200,14.811851,195233,20.493786,11749700,26.501299,2402864,16.12598,8172100,19.760622,1296000,8.05541,48900,,,4.791919,19692900
08/01/15,22.151449,2797100,14.767767,400633,20.950991,10959100,26.898905,2548369,16.037683,7803400,20.327469,1166400,8.104054,43400,,,4.92407,19426100
09/01/15,22.073872,2017700,15.070049,229226,21.022707,9904200,27.042959,2669325,16.631666,7538200,20.363346,882200,8.240255,75000,,,4.912579,25103900
12/01/15,21.608452,2781700,14.818144,447258,20.682043,15452300,26.437912,3053716,17.008938,9234100,20.011761,1826300,8.142969,57300,,,4.912579,25037100
13/01/15,21.273928,2689600,14.723682,394881,19.121595,30072100,26.167082,3163910,16.342709,12074600,19.050266,3595300,7.296567,115500,,,4.883851,38245900
14/01/15,20.823042,5529200,14.389913,801573,17.031311,60272100,25.446774,6267287,15.861087,13542000,18.339922,8284100,6.450164,176500,,,4.613802,43834100
15/01/15,20.895763,2895700,14.308043,427335,16.658691,25351500,25.78676,5518123,17.265797,16724000,18.426033,3496100,6.605825,152000,,,4.590819,23951100
16/01/15,21.429068,2623200,14.415102,330694,17.485718,25455700,26.587729,4846980,17.891891,17596200,19.437738,3678300,6.878232,364000,,,4.832138,21047300
20/01/15,21.317562,2007500,14.478075,648859,17.512985,16892900,26.322664,4809875,18.919327,17819200,19.409039,2283900,7.286838,280200,,,4.809155,15232100
21/01/15,21.603605,1833900,15.076342,345791,18.040104,21354900,26.818232,4302286,19.521339,16960600,19.954357,1926500,7.734361,208200,,,4.941308,18082900
22/01/15,21.768444,2776100,15.429011,218751,18.194601,19039500,27.26193,3108533,19.497261,13132700,20.284418,1693700,7.559244,113500,,,4.993019,18606300
23/01/15,20.88607,2708100,15.372334,267225,17.485718,23160600,26.218937,3675311,19.384886,12056800,19.459263,1885400,7.121449,87800,,,4.510379,40652500
26/01/15,21.172113,2466200,15.63053,213411,17.776545,16288200,26.512823,2844425,19.657801,11189200,19.846727,1730800,7.238194,50900,,,4.292042,32402700
27/01/15,21.215748,1322300,15.844646,313030,16.704134,33844700,26.409101,2485257,20.179544,10774500,19.358809,2669300,7.063076,110000,,,4.263314,27265700
28/01/15,20.978188,1748300,15.422711,541229,15.831666,27404500,26.161314,3029615,19.473185,11251300,19.157904,1678100,6.975519,90900,,,4.136908,48404200
29/01/15,21.472706,4091500,15.221193,542461,15.295458,33264400,26.328424,2850479,19.40094,8850000,19.100506,1993200,6.7323,77500,,,3.970284,44823500
30/01/15,21.395132,2459800,15.025962,706062,15.277283,27276000,26.697216,3755462,20.187571,11594400,19.574068,3026700,6.95606,120700,,,4.039231,38977900
02/02/15,21.904194,2683800,15.158219,791509,15.858928,21217900,27.26193,4185254,20.155466,7497000,19.638647,2338600,7.413311,86700,,,4.286297,31096700
03/02/15,22.946556,8072700,15.416412,505900,17.249424,33141600,28.783207,9539150,19.762152,9038100,20.736454,3437800,8.035954,121700,,,4.527617,47491600
04/02/15,22.43265,2698200,15.107835,497890,16.622341,22443900,28.126293,3454249,19.922682,7071100,20.966063,3327600,7.763547,105300,,,4.355245,31216600
05/02/15,22.999884,4201500,15.422711,602952,17.803808,35384100,28.59882,3171085,19.922682,6029500,21.339176,2693900,8.016495,138900,,,4.338008,21970500
06/02/15,22.4181,2412400,15.334544,258907,17.131277,22368200,27.826654,3338674,19.304619,8316600,20.901493,1772000,7.763547,93900,,,4.223094,28478700
09/02/15,22.78657,1965800,15.51088,624313,17.731104,19437700,28.368315,2406451,19.754124,5873600,21.231548,1267000,7.792733,57600,,,4.47016,29938300
10/02/15,22.199932,2738600,15.441601,356882,17.00404,16436700,27.861229,2312735,19.593586,6217400,21.195671,1900300,7.646802,61300,,,4.18862,28681200
11/02/15,22.204782,3110200,15.441601,287355,16.904072,18740200,27.624966,2174964,19.376862,5087300,21.001942,2591900,7.627345,81500,,,4.263314,26550900
12/02/15,22.859291,5140400,15.687208,379168,17.694746,17414800,28.126293,2900475,19.673849,4488600,21.693127,1716300,7.909481,63500,,,4.441431,24653200
13/02/15,23.935587,4302900,16.134336,456604,18.439985,19529900,29.49774,4700241,19.890583,5186800,21.909126,1478200,8.113786,48000,,,4.625294,28768300
17/02/15,23.935587,2844400,16.37994,384714,19.039804,27489700,29.3825,3521509,19.416998,6205200,21.930719,1255100,8.259713,85400,,,4.590819,18486800
18/02/15,23.925894,3364100,16.348454,247712,19.348804,19412400,29.422834,2792075,19.858473,8069900,22.117924,1181600,8.366731,62900,,,4.585073,27581000
19/02/15,24.051945,2903100,16.556271,232821,19.185217,18731500,29.082853,2170256,19.633724,8870900,21.729126,1194900,8.220798,71100,,,4.418447,27441100
20/02/15,24.211941,1993600,16.36105,143985,19.339712,12715500,29.088615,2495346,20.532732,13558300,21.743525,1042600,8.084597,75600,,,4.498887,17017600
23/02/15,23.547737,3227200,16.228798,285095,18.712627,15354100,28.552717,2810347,20.837748,7609600,21.657125,1289900,7.841378,97200,,,4.315027,22026600
24/02/15,23.959829,2034900,16.25399,165655,19.285179,12361200,30.143137,4188617,20.717346,5847900,21.649931,1313500,8.20134,69700,,,4.47016,25630000
25/02/15,23.838621,1597800,16.480696,181882,19.539656,11321100,30.281437,2196712,20.909992,7923000,21.649931,1078300,8.279172,49600,,,4.42994,21774900
26/02/15,23.901657,1577900,16.272875,212178,19.185217,14163800,29.883821,2004572,21.118689,6210600,21.534727,1324800,8.142969,63100,,,4.217348,31798500
27/02/15,23.916197,3348900,16.184719,152201,19.657799,12563700,30.264139,2402751,21.134748,5931800,21.433935,1613300,8.473747,95000,,,4.263314,24499000
02/03/15,23.499258,2501300,16.146929,236723,19.203396,15066600,30.137371,3256505,20.781567,7679300,21.469936,1741600,8.084597,50200,,,4.142654,29417500
03/03/15,23.392591,2532300,16.140633,178287,19.076157,11164400,29.95874,1636324,20.564842,7914900,21.28274,1175700,7.802464,80600,,,4.096688,22436000
04/03/15,22.929232,2761200,16.178421,309435,18.9671,19095800,29.745533,2502184,20.219685,7142100,21.469936,1347700,7.783004,127100,,,3.953046,35632700
05/03/15,22.606079,4409000,16.002081,364380,18.3491,17984500,29.347918,2333810,20.30798,3450500,21.210735,1612300,7.617616,101000,,,3.751946,47934700
06/03/15,21.989595,3675200,15.51088,512370,17.667486,20089200,28.437464,3504919,18.7026,11443700,20.764349,1810100,7.530057,58000,,,3.688743,44019900
09/03/15,21.934904,1741300,15.233788,405562,17.831074,10402500,28.489326,2538505,17.996239,9893300,20.807547,1436900,7.43277,53700,,,3.579575,38560600
10/03/15,21.333334,2909900,15.038565,550780,17.12219,15698100,27.342606,3248322,17.494001,13440900,20.397152,1892800,7.238194,22000,,,3.527864,32776700
11/03/15,21.144413,2689900,14.711087,481868,17.094927,13763300,26.969835,2808105,17.871681,9245800,20.814745,1794500,7.06094,48200,,,3.481898,28953100
12/03/15,21.21899,1714100,14.53476,637972,17.167633,13714400,27.188765,2370355,17.911865,6081500,21.030737,1945100,7.421291,136200,,,3.45317,38581200
13/03/15,20.831202,2030400,14.11912,646907,16.486012,18202900,26.360376,3686184,17.919895,6590100,20.865141,1307000,7.197289,29900,,,3.344001,38401400
16/03/15,21.134468,2153800,14.175795,992801,16.331518,17290000,26.756821,2380668,17.919895,5585400,20.872349,1008500,7.392076,38700,,,3.372729,18336400
17/03/15,21.154352,1908000,13.917594,631605,15.831666,20520200,27.301186,2772345,17.775255,8400100,21.009142,1084600,7.333639,24800,,,3.510627,26406400
18/03/15,21.348249,3206500,11.744938,11700816,16.567806,24498000,27.952065,3952086,18.377943,8977900,21.311535,1526900,7.45051,41500,,,3.516372,30281300
19/03/15,20.920691,1974300,11.25373,1717555,15.686253,24104100,27.573364,3076360,18.337761,7612300,21.174738,1158200,7.06094,84800,,,3.361238,17876400
20/03/15,21.666439,3862600,11.877187,2950263,16.731394,39102900,28.43726,4093780,18.442225,17041600,21.621136,2840100,7.655034,73100,,,3.596812,34764200
23/03/15,21.969704,3595700,12.154281,1546765,17.567514,22830000,29.236057,2316098,18.59491,7510300,21.880325,1522300,8.171214,105700,,,3.751946,30229000
24/03/15,21.39797,3195700,12.456565,1492847,17.43119,36498400,29.046707,2194806,18.369902,6394400,21.649931,1800200,8.19069,72000,,,3.61405,18851500
25/03/15,21.527231,2159600,12.110197,634583,17.349396,21116100,28.727186,3225902,18.064541,5973700,21.354733,1655000,8.093298,28400,,,3.573829,19906500
26/03/15,21.238871,2024500,11.757536,628319,17.722012,21683400,28.431337,2562158,17.807402,7907300,21.174738,1631100,8.064081,155500,,,3.412949,32555300
27/03/15,20.821257,2119100,11.304114,821395,17.085836,20855400,27.869225,2098736,17.863646,5659700,20.397152,3916400,8.044603,72300,,,3.257815,30787400
30/03/15,21.064865,3280800,11.486738,942478,17.612955,15991100,27.916561,3020871,17.694899,3584900,21.30434,2133300,8.151735,79700,,,3.326764,20147400
31/03/15,20.582617,2451400,11.493037,521100,17.222166,25410100,27.496454,2534581,17.445786,5269200,21.009142,1435700,7.966689,27900,,,3.246324,23630800
01/04/15,20.433464,4054400,11.606391,879523,17.240335,24332200,27.265694,2391654,18.257404,6840100,20.814745,1509700,8.083559,83000,,,3.206104,32130200
02/04/15,20.483185,2993000,11.851998,886096,17.267603,14145900,26.958,2920878,17.952045,6505100,21.009142,948100,8.122518,24300,,,3.309527,24650400
06/04/15,20.721825,1991300,11.896083,644134,17.403927,13762700,27.520117,1402147,18.144897,8636900,21.253939,1003900,8.395214,74400,,,3.344001,13528300
07/04/15,21.119556,3252600,11.965354,262501,17.249424,12555900,27.644379,1970158,17.815434,6258400,21.189137,1030600,8.443913,47500,,,3.487644,22239300
08/04/15,21.154352,1994000,12.091305,780109,17.104017,11944100,27.650291,1987645,17.743109,5819000,21.246735,784900,8.46339,49800,,,3.50488,16727100
09/04/15,20.945547,2258600,12.059819,604081,17.067659,12318400,27.123672,2508574,17.863646,5125000,20.937147,1266900,8.3173,35600,,,3.545101,16799000
10/04/15,20.60747,4080500,11.97165,488236,16.631428,13736000,27.111841,2009168,17.944002,4290700,20.908346,1508600,8.570521,153500,,,3.470407,16556500
13/04/15,20.363867,3306300,12.506944,873772,16.640537,10781600,25.975773,3319729,18.13686,6968200,20.872349,1538300,8.327042,73900,,,3.372729,23315700
14/04/15,21.288591,3710800,12.091305,923581,17.26935,16930800,26.993504,3898614,18.337761,5499400,21.138739,1161900,8.346519,45100,,,3.522118,37274900
15/04/15,21.174238,5642200,12.72106,815746,18.836798,42863500,27.283438,4718289,18.924377,9440800,21.635529,1721800,8.551043,67400,,,3.672828,26668600
16/04/15,21.104639,4571400,13.313031,1342905,18.982613,25937800,27.70355,3674190,18.980631,6928600,21.642731,1040900,8.3173,72800,,,3.571959,23244100
17/04/15,20.890862,1913400,12.94777,728965,18.836798,17250400,27.478697,2026768,18.940449,4912100,21.599529,1034300,8.434171,58900,,,3.482957,22135700
20/04/15,21.179216,2225300,12.387287,926559,18.827686,15294800,27.774546,1830593,18.900269,5034600,21.599529,863600,8.365998,75100,,,3.482957,11854100
21/04/15,20.736742,3154400,12.43767,697025,18.435818,19519100,27.366278,2563279,18.892233,3883800,21.23954,847900,8.034864,92800,,,3.494823,16553100
22/04/15,21.571972,4577500,12.532135,730608,18.745667,15813900,28.283415,2426629,18.297583,5681200,21.484333,672600,8.112779,17300,,,3.856767,57959700
23/04/15,22.307774,4008400,13.690886,4677780,18.290016,26085500,29.123636,2515076,18.844015,6328800,21.700327,1028000,8.658174,162400,,,4.224642,63828300
24/04/15,22.730371,5026800,13.816839,774050,18.973494,23043200,30.200541,3461424,20.073505,12018900,22.27632,2002100,8.969829,213700,,,4.699321,76806100
27/04/15,22.685633,2505000,13.596422,879009,19.884808,26042600,30.490471,3091158,20.563683,11720400,22.57151,1872400,9.320441,256100,,,4.806125,73463300
28/04/15,22.710482,2648500,13.621613,671453,20.668535,32509900,30.928328,2462277,21.174408,7311400,23.26989,2224400,9.310701,135900,,,4.562851,42815100
29/04/15,22.45195,2617900,13.829592,406487,20.859911,21399500,30.697565,2485930,21.278875,8159100,23.313091,1643100,9.437313,130200,,,4.307711,42543900
30/04/15,22.268003,4398300,13.848617,729889,21.206211,25088300,30.348461,3546844,21.286907,6897200,23.457087,2176900,9.612618,201000,,,4.556918,80309700
01/05/15,22.804939,2837400,14.267118,451983,21.561621,20194900,30.721235,1715242,21.286907,4581100,23.860283,1320100,10.011926,254400,,,4.788324,35376700
04/05/15,22.765169,1223600,13.766186,880242,21.315563,13367900,30.863247,1947401,20.933336,5824900,23.50029,1502200,9.914537,112900,,,4.76459,26201500
05/05/15,22.824835,2258900,13.728138,255209,21.27911,16119300,30.786318,3102592,20.852972,5919500,23.723478,1770300,9.641833,102400,,,5.221468,58733400
06/05/15,22.705509,2193100,13.696431,297111,21.197096,13922100,30.419464,2732886,20.6119,4704600,23.493086,1129800,9.612618,183500,,,4.859526,69358400
07/05/15,22.680653,2733600,13.556934,482382,20.878134,15409500,29.744925,3197653,20.748505,6652000,23.190693,1469500,9.486006,106900,,,4.651854,51065200
08/05/15,22.924259,1915700,13.601321,354110,21.224436,15817800,30.058521,3574533,20.925297,4376700,23.363489,1758500,9.758709,139400,,,4.52725,45621900
11/05/15,23.307081,3326900,13.563278,260036,20.932816,15975600,30.230124,2991276,21.182442,5556500,23.262381,1025300,9.534706,125500,,,4.545051,33917100
12/05/15,23.252394,1816400,13.487185,189790,20.7141,13758700,30.673897,2404545,21.415489,5909400,23.37071,2239500,9.671054,85400,,,4.37298,34561700
13/05/15,23.108212,2415200,13.569615,252950,20.604746,14307600,30.662066,1741474,21.945843,11211800,23.406822,999100,9.495749,100600,,,4.224642,39119300
14/05/15,23.048559,1590200,13.531572,293209,20.777891,14059800,30.638393,1614016,21.857462,4711700,23.832924,1220300,9.671054,56700,,,4.230576,34702300
15/05/15,22.934208,2112200,13.626684,214027,20.805229,9022100,30.502306,1974193,22.251211,7154900,23.681267,1015200,9.787924,69500,,,4.224642,26605500
18/05/15,22.690594,1605700,13.430114,396422,20.167311,12559200,28.620687,2195927,22.13871,3465900,23.276827,1293600,9.632097,33800,,,3.96357,48592300
19/05/15,21.999535,3195900,13.506205,433497,19.401817,22238000,27.200602,4381877,21.736925,8448400,22.865166,1261900,9.34966,69900,,,3.922035,37951900
20/05/15,22.188457,1825900,12.979911,1120252,19.210436,12735300,27.212435,2164763,22.227102,5589400,23.197384,1144700,9.174354,63400,,,3.922035,36176300
21/05/15,22.357496,1652800,13.011615,402481,19.45649,17040400,27.384029,1483419,21.696737,4965100,22.756838,949300,9.018527,65500,,,3.945769,32613700
22/05/15,22.312752,2335500,13.005268,375882,19.128414,12275200,27.141424,1275922,21.704779,3198100,22.655724,803000,9.028265,49500,,,3.898302,20093300
26/05/15,22.024401,1733100,12.751636,373314,18.299128,27660900,26.733154,2722236,21.335127,5762700,22.150175,913800,8.736089,66500,,,3.880501,43984500
27/05/15,22.089025,2088200,12.650176,300500,18.362917,14151400,26.744982,1847296,21.720854,4155400,22.193508,1226600,8.775044,36100,,,3.939835,25904800
28/05/15,21.944845,1795900,12.364836,300706,18.372032,13264700,26.372213,2699256,22.074417,7656000,22.027399,866500,8.862699,27300,,,3.856767,24667300
29/05/15,21.760899,1471100,12.383861,548726,17.907261,13437800,26.407719,2445574,21.889599,5183100,21.680738,1635000,8.716608,58600,,,3.738097,21601000
01/06/15,21.462601,1833500,12.035107,462150,17.633869,11548700,26.040863,1933613,21.833349,3643700,21.716858,1051000,8.775044,65200,,,3.732164,31681200
02/06/15,22.218283,2498800,12.092175,340964,18.645424,16644000,26.650318,2704413,21.656559,4595100,22.316288,1172700,9.184093,123100,,,4.040704,46605300
03/06/15,21.924961,2674800,12.212653,327305,18.107756,17067500,26.265709,2025199,21.198513,7393400,22.150175,929100,9.174354,126600,,,3.951703,26246200
04/06/15,21.795704,1341300,12.060469,491009,17.788794,14532400,25.502413,2519223,21.536028,5709700,21.9263,504500,9.0867,153900,,,3.8449,24590300
05/06/15,21.691301,1371100,12.092175,440069,17.907261,10893200,25.389988,1885074,20.820835,6117600,21.955179,833200,9.223049,46000,,,3.8627,30784400
08/06/15,21.502369,1602600,12.04779,388001,17.679432,11498500,25.342655,1572539,20.764584,3283800,21.839628,822100,9.232789,157700,,,3.838966,29118100
09/06/15,21.089725,2748800,12.035107,227789,18.244444,15810300,24.975798,3889197,19.634453,13320700,21.933514,696600,9.10618,134700,,,3.815232,24257500
10/06/15,21.825527,3348800,12.142904,231383,18.736557,15533900,25.75684,3833372,19.063358,38742200,22.179062,793300,9.437313,67200,,,4.016971,33148800
11/06/15,21.959759,1839300,12.079494,765628,18.162434,12578900,25.75684,1161917,19.031185,11342200,21.998516,1414600,9.0867,51400,,,4.070372,32750600
12/06/15,21.895134,1435100,12.054131,612708,18.053074,9426600,25.620758,1156872,18.942707,8713400,22.179062,566200,9.125656,52200,,,4.040704,15201600
15/06/15,21.681353,1349500,11.990722,177671,17.852589,17871700,25.378149,1488576,19.328796,11170000,21.774628,1177700,8.999047,70200,,,3.838966,27510200
16/06/15,21.383051,1625000,12.04779,156104,18.043959,10145900,25.502413,1462457,19.256411,5179800,22.200729,984800,9.115919,53700,,,3.779631,29705400
17/06/15,21.512316,1652500,11.97804,849432,18.244444,10483000,25.786428,1898189,19.73098,9398900,22.020184,1020900,9.096441,65900,,,3.785565,29557200
18/06/15,21.71615,1564000,10.392803,3191300,18.344694,12248000,26.200619,1923748,20.109026,7229400,22.590727,938800,9.076962,67800,,,3.96357,29258600
19/06/15,21.457624,1555800,10.418169,970515,18.016617,15734700,25.922518,1269645,19.827501,9280200,21.774628,1403500,8.716608,115300,,,3.8627,23711000
22/06/15,21.641577,1189000,10.659124,897598,17.679432,12619500,26.011276,1329730,19.264448,6546000,21.65185,1113900,8.531564,35000,,,3.791497,14984900
23/06/15,21.775812,1834100,10.589373,821086,18.326469,16277900,26.395887,1497656,19.409229,6100300,21.774628,1418900,8.745827,40000,,,3.821165,20308900
24/06/15,21.671408,1506700,10.323055,759569,18.736557,23128300,26.265709,2654080,19.401197,3705000,22.431839,1701700,8.755567,29000,,,3.797431,22875300
25/06/15,21.328367,1343100,10.506941,931900,17.989283,17142500,25.644421,2319910,19.256411,4113700,21.904629,1186700,8.424433,108400,,,3.655027,30822800
26/06/15,21.298532,1018200,10.373781,783190,18.171545,17434900,25.259808,2423938,19.167929,3003300,22.063515,2684500,8.443913,153800,,,3.696563,14747600
29/06/15,20.900801,1415900,9.860164,540099,17.661209,13466300,24.69178,3215476,18.926619,4722200,21.810736,804900,8.278343,179700,,,3.631294,17049900
30/06/15,20.488157,4930600,10.15819,922657,16.968616,22002800,24.08824,3107748,18.789875,5751500,21.240191,2106000,8.112779,52500,,,3.494823,36936400
01/07/15,20.249516,2832800,9.974301,406178,16.768129,14112900,23.958067,1931259,18.604872,5159700,21.117418,1333100,8.249125,77400,,,3.417689,20120200
02/07/15,20.403637,2034100,10.234282,671966,16.768129,13265700,24.431429,2201196,19.039225,4138100,21.348526,1335900,7.976428,62000,,,3.47109,25475100
06/07/15,19.956184,2696100,9.695298,393136,16.257792,18450800,23.425531,4299035,19.192055,4706200,20.987421,1485000,7.840079,60500,,,3.328686,28939500
07/07/15,19.747379,4327600,9.238752,633556,15.720113,44548100,23.058678,4563143,18.025732,10423800,20.879087,2280000,7.479727,170700,,,3.33462,51111900
08/07/15,18.976774,4235500,9.004137,766964,15.036631,20571900,22.123783,5290672,18.114218,5278100,20.424095,1610400,7.255724,156400,,,3.156615,47688100
09/07/15,19.15575,2650500,8.909024,897495,15.291801,17844600,22.721405,4034255,18.170519,3420200,20.337429,940400,7.469988,72000,,,3.21595,33092200
10/07/15,19.459024,3449500,9.099251,477350,15.255347,14907700,23.35453,2618320,18.114218,3259900,20.568539,778800,7.333639,111100,,,3.221884,19275200
13/07/15,20.219687,6235200,9.099251,566082,15.569122,16280900,23.969902,4895519,18.098127,5319300,21.175196,832300,7.528423,78100,,,3.500757,66531100
14/07/15,20.140142,3119700,9.149978,578406,15.743953,14889500,23.638544,2711811,17.816603,6345000,21.088528,1361100,7.723208,146300,,,3.382087,25711500
15/07/15,20.120256,3610200,9.061207,392519,15.09984,17215000,23.248022,3237000,17.53507,4801400,20.886311,1126000,7.362857,69800,,,3.251551,30076800
16/07/15,20.289286,2228000,9.105594,347126,14.998622,12697900,23.567541,2082033,17.197243,6841100,20.922426,1081100,7.245986,33500,,,3.310886,23157700
17/07/15,20.060593,1721500,9.061207,536094,14.612155,18847000,23.407784,2802724,16.642237,7170300,20.554092,1297200,6.983027,45200,,,3.239684,18915900
20/07/15,19.891558,2209000,8.89634,445307,13.84842,35635000,23.153349,2660469,14.607199,20496200,20.0991,969700,6.8272,78300,,,3.210016,23290900
21/07/15,19.881617,4651100,8.95975,354623,14.464932,27647900,23.478786,2180345,15.073726,14139600,20.474653,1726700,6.739546,139000,,,3.293085,23637400
22/07/15,19.404335,2784600,8.572953,551602,13.857623,28339600,22.307211,4267871,14.89677,9766700,20.012436,1915800,6.496066,108200,,,3.19815,36931800
23/07/15,19.15575,2546200,8.541247,446745,12.550996,60229700,21.845686,3708941,14.156754,14277000,19.802996,2397700,6.213628,127100,,,3.132881,26967900
24/07/15,18.588987,4963900,8.281272,617741,11.308778,56994300,21.478827,4792836,14.317627,16380000,19.463558,3484500,6.418152,72700,,,2.996411,36492200
27/07/15,18.380178,3139800,8.255904,720646,10.46223,64856700,21.490664,3970358,13.851098,11115000,18.842457,1928800,6.194149,74700,,,2.96081,29217400
28/07/15,18.782881,3475300,8.503204,1191936,11.345583,51813300,22.141535,3276347,14.188926,10645600,19.716328,2410600,6.233107,105500,,,3.204083,40946800
29/07/15,19.13587,2595600,8.484181,904068,11.502009,32226300,22.662235,2383694,14.213061,11012100,20.185766,2203400,6.379196,70300,,,3.293085,28164300
30/07/15,18.991692,2057500,8.458817,853026,10.894706,29185400,22.561646,2213302,13.907404,8479000,19.788551,2259800,5.872756,230400,,,3.07948,42924500
31/07/15,19.200497,2036500,8.566612,552834,10.811891,18926700,22.703653,2604083,13.810877,10194100,20.120766,1356200,6.272063,120900,,,3.121014,28893000
03/08/15,18.77791,2385300,8.611,490598,10.305801,22812600,22.064617,2711811,13.207613,9042100,19.557446,1873400,6.106497,12600,,,3.026078,21766700
04/08/15,19.140842,2127600,8.668068,412032,10.158577,22773500,22.697737,3101134,13.191524,9922500,20.084661,1766900,6.009104,75500,,,3.103214,15684900
05/08/15,19.623089,4045800,8.769524,882296,10.057359,41019200,23.070511,3434632,13.151304,7475400,19.875216,2473100,5.882493,76500,,,3.221884,30204600
06/08/15,20.020823,2963900,8.7505,373314,10.315002,28172300,23.029095,2823126,13.159345,9789500,20.359093,1850300,6.0578,71400,,,3.310886,30395000
07/08/15,19.787157,2638100,8.687091,1033778,9.689296,26792200,22.863415,2122614,12.982388,10186600,19.860769,1581000,5.901971,90900,,,3.132881,23917600
10/08/15,20.682055,3416700,9.219728,410595,10.719873,40044700,23.502455,3360646,13.633924,11125500,20.705763,1573300,6.31102,99500,,,3.346486,33728400
11/08/15,19.921387,3291600,8.89634,465847,9.404047,47011600,22.37822,4303295,13.69827,8892000,20.046247,2299600,5.824059,144600,,,3.156615,38553600
12/08/15,20.069012,2929100,8.953409,172433,9.43165,35659000,22.573477,4510792,14.591105,14655200,20.096977,2234600,5.814319,223500,,,3.239684,39225000
13/08/15,19.63483,1607800,8.845613,845529,9.266022,27176600,22.319044,3083423,14.068274,7245200,19.865065,1817400,5.444229,106200,,,3.126948,19986700
14/08/15,19.711454,1375800,8.877318,366844,9.229213,19115600,22.413721,1932604,13.955668,5511900,20.010014,1500400,5.317619,83800,,,3.103214,16086600
17/08/15,19.532675,1839400,9.004137,266917,9.42245,29758400,21.999527,3319617,14.357852,6796400,20.053493,1172500,5.307879,154500,,,3.07948,18851000
18/08/15,19.292606,1851200,9.023161,343942,9.127994,44885100,21.727341,2316322,14.108495,5268800,19.560671,2755500,5.093616,164400,,,3.014211,19479700
19/08/15,18.679657,3512800,8.985113,514835,8.953165,41990400,21.354572,4124159,14.422192,7384700,19.34325,2470100,4.957269,169300,,,2.877741,29744900
20/08/15,18.766489,2153500,8.928047,568650,8.934762,45135700,21.224396,2627624,14.920897,10085100,19.34325,1540600,4.976746,138700,,,2.96081,27715400
21/08/15,18.383396,2516700,8.883662,803114,8.815142,29974400,20.520271,3568816,14.591105,9452100,18.770708,2116700,4.820917,125900,,,2.818406,24142400
24/08/15,17.438429,5314900,8.851954,2433168,7.986995,35840500,19.04101,8177471,13.585657,14515600,18.024227,5703800,4.421609,159300,,,2.5692,32345300
25/08/15,17.520161,3737100,9.035842,634173,7.582125,37157600,19.478868,5630110,13.00652,12012200,17.763321,2607800,4.450827,109200,,,2.545466,27214900
26/08/15,17.72958,2852500,9.390934,899652,7.287674,52995000,20.165247,5389208,12.716952,12512300,17.683605,3245000,4.197607,95800,,,2.634468,21243200
27/08/15,18.674545,4499300,9.796756,837210,9.376439,107966700,21.301315,5169604,13.432835,11333400,19.517183,4033600,4.850136,129800,,,2.966743,41342700
28/08/15,18.694977,2924400,9.82212,420865,9.661689,110214000,21.709595,3090373,13.810877,9334500,19.821579,2537000,5.025442,92600,,,2.865874,29223100
31/08/15,18.756273,1769300,9.942596,1304393,9.79051,58259700,21.792429,3407055,13.73044,8089800,19.321507,3143600,4.879354,83800,,,2.937076,16617400
01/09/15,17.530375,3433800,9.777731,649988,8.98997,42543100,20.165247,4790481,13.456963,6844800,18.437328,2562100,4.616395,154500,,,2.794672,23584100
02/09/15,17.979868,3172400,9.866507,552013,9.109592,36488400,20.662275,3326007,13.038696,8052500,19.16206,2122700,4.499524,114000,,,2.865874,24354900
03/09/15,18.179077,3029700,10.335736,785963,9.321229,40838100,20.709616,3888861,13.022606,7666100,19.676634,1852300,4.509264,124500,,,2.954876,20620200
04/09/15,17.484404,3201500,10.487921,940424,8.934762,30074200,19.96998,3384972,12.628469,8312800,19.111338,1359800,4.324218,70100,,,2.806539,14348600
08/09/15,18.352747,3341200,10.462555,549240,9.569673,66046100,20.780617,3512878,12.858079,7169700,20.104227,1841100,4.704047,103100,,,2.96081,18658100
09/09/15,18.383396,3156900,10.608397,638897,9.873324,44865100,20.878756,3544826,12.584158,6041100,19.937534,1961100,4.585032,131700,,,2.96081,16797800
10/09/15,18.582602,3349200,10.640104,768709,10.370214,54185300,20.817421,3428130,12.535822,6763400,20.394123,1808800,4.828916,74100,,,3.07948,27481500
11/09/15,19.006561,5021400,10.557669,439761,10.489835,41622600,20.897158,3841891,13.083655,8945500,20.430363,1062700,4.721607,109500,,,2.954876,23118400
14/09/15,19.124039,3141000,10.602055,451880,10.268996,28249300,20.921688,3302018,12.801684,7727900,20.082481,1486000,4.643564,83600,,,2.984544,23271700
15/09/15,18.848215,5933700,10.665464,370131,10.388613,28015800,20.970758,3872943,12.866135,6661200,20.176706,1933400,4.877693,73700,,,2.871808,23718400
16/09/15,19.006561,4327900,11.03958,858675,10.894706,29949900,21.780396,3704120,13.647609,7901300,20.488337,1703800,4.94598,73300,,,2.984544,25491700
